ithaID,phen_id,type,subtype,name
1516,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1517,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1518,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
2497,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1504,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1519,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1520,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1521,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1522,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1523,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1524,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1525,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1526,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1527,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1528,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1530,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1531,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1532,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1533,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
2498,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
3835,13,Thalassaemia,beta-locus deletion,Gγ(Aγδβ)0
1534,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1535,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1536,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1537,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1538,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1539,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1540,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1541,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1542,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1543,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1544,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1545,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1546,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1547,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1548,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1549,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1550,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1551,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1552,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
1553,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2158,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2159,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2161,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2163,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2164,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2165,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2167,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2418,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2548,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
2551,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
3073,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
3270,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
3340,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
3570,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
3577,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
3578,14,Thalassaemia,beta-locus deletion,(εGγAγδβ)0
110,15,Thalassaemia,beta-locus deletion,(δ)0
1497,15,Thalassaemia,beta-locus deletion,(δ)0
570,16,Structural Hb,NA,Methemoglobinaemia
900,16,Structural Hb,NA,Methemoglobinaemia
1009,16,Structural Hb,NA,Methemoglobinaemia
1018,16,Structural Hb,NA,Methemoglobinaemia
1024,16,Structural Hb,NA,Methemoglobinaemia
1104,16,Structural Hb,NA,Methemoglobinaemia
1433,16,Structural Hb,NA,Methemoglobinaemia
1445,16,Structural Hb,NA,Methemoglobinaemia
2506,16,Structural Hb,NA,Methemoglobinaemia
3306,16,Structural Hb,NA,Methemoglobinaemia
3322,16,Structural Hb,NA,Methemoglobinaemia
814,17,Structural Hb,NA,Sickling
815,17,Structural Hb,NA,Sickling
816,17,Structural Hb,NA,Sickling
817,17,Structural Hb,NA,Sickling
818,17,Structural Hb,NA,Sickling
819,17,Structural Hb,NA,Sickling
820,17,Structural Hb,NA,Sickling
821,17,Structural Hb,NA,Sickling
822,17,Structural Hb,NA,Sickling
823,17,Structural Hb,NA,Sickling
824,17,Structural Hb,NA,Sickling
825,17,Structural Hb,NA,Sickling
2379,17,Structural Hb,NA,Sickling
2440,17,Structural Hb,NA,Sickling
3324,17,Structural Hb,NA,Sickling
53,18,Structural Hb,NA,Thalassaemia
79,18,Structural Hb,NA,Thalassaemia
88,18,Structural Hb,NA,Thalassaemia
91,18,Structural Hb,NA,Thalassaemia
100,18,Structural Hb,NA,Thalassaemia
406,18,Structural Hb,NA,Thalassaemia
1235,18,Structural Hb,NA,Thalassaemia
2023,18,Structural Hb,NA,Thalassaemia
94,19,Structural Hb,NA,Thalassaemia dominant
127,19,Structural Hb,NA,Thalassaemia dominant
131,19,Structural Hb,NA,Thalassaemia dominant
170,19,Structural Hb,NA,Thalassaemia dominant
195,19,Structural Hb,NA,Thalassaemia dominant
229,19,Structural Hb,NA,Thalassaemia dominant
230,19,Structural Hb,NA,Thalassaemia dominant
233,19,Structural Hb,NA,Thalassaemia dominant
234,19,Structural Hb,NA,Thalassaemia dominant
237,19,Structural Hb,NA,Thalassaemia dominant
238,19,Structural Hb,NA,Thalassaemia dominant
239,19,Structural Hb,NA,Thalassaemia dominant
241,19,Structural Hb,NA,Thalassaemia dominant
245,19,Structural Hb,NA,Thalassaemia dominant
250,19,Structural Hb,NA,Thalassaemia dominant
253,19,Structural Hb,NA,Thalassaemia dominant
254,19,Structural Hb,NA,Thalassaemia dominant
256,19,Structural Hb,NA,Thalassaemia dominant
264,19,Structural Hb,NA,Thalassaemia dominant
265,19,Structural Hb,NA,Thalassaemia dominant
1021,19,Structural Hb,NA,Thalassaemia dominant
2024,19,Structural Hb,NA,Thalassaemia dominant
3308,19,Structural Hb,NA,Thalassaemia dominant
53,21,Structural Hb,stability,Hyperunstable
64,21,Structural Hb,stability,Hyperunstable
198,21,Structural Hb,stability,Hyperunstable
230,21,Structural Hb,stability,Hyperunstable
247,21,Structural Hb,stability,Hyperunstable
379,21,Structural Hb,stability,Hyperunstable
395,21,Structural Hb,stability,Hyperunstable
416,21,Structural Hb,stability,Hyperunstable
529,21,Structural Hb,stability,Hyperunstable
701,21,Structural Hb,stability,Hyperunstable
753,21,Structural Hb,stability,Hyperunstable
760,21,Structural Hb,stability,Hyperunstable
1166,21,Structural Hb,stability,Hyperunstable
2193,21,Structural Hb,stability,Hyperunstable
2205,21,Structural Hb,stability,Hyperunstable
2209,21,Structural Hb,stability,Hyperunstable
2387,21,Structural Hb,stability,Hyperunstable
2414,21,Structural Hb,stability,Hyperunstable
2420,21,Structural Hb,stability,Hyperunstable
2461,21,Structural Hb,stability,Hyperunstable
2487,21,Structural Hb,stability,Hyperunstable
2525,21,Structural Hb,stability,Hyperunstable
2526,21,Structural Hb,stability,Hyperunstable
2538,21,Structural Hb,stability,Hyperunstable
2571,21,Structural Hb,stability,Hyperunstable
2951,21,Structural Hb,stability,Hyperunstable
2965,21,Structural Hb,stability,Hyperunstable
2966,21,Structural Hb,stability,Hyperunstable
2976,21,Structural Hb,stability,Hyperunstable
2991,21,Structural Hb,stability,Hyperunstable
2993,21,Structural Hb,stability,Hyperunstable
3217,21,Structural Hb,stability,Hyperunstable
3249,21,Structural Hb,stability,Hyperunstable
3252,21,Structural Hb,stability,Hyperunstable
3308,21,Structural Hb,stability,Hyperunstable
3370,21,Structural Hb,stability,Hyperunstable
3384,21,Structural Hb,stability,Hyperunstable
3399,21,Structural Hb,stability,Hyperunstable
3400,21,Structural Hb,stability,Hyperunstable
3404,21,Structural Hb,stability,Hyperunstable
3444,21,Structural Hb,stability,Hyperunstable
3557,21,Structural Hb,stability,Hyperunstable
3801,21,Structural Hb,stability,Hyperunstable
88,22,Structural Hb,stability,Unstable
94,22,Structural Hb,stability,Unstable
100,22,Structural Hb,stability,Unstable
125,22,Structural Hb,stability,Unstable
127,22,Structural Hb,stability,Unstable
129,22,Structural Hb,stability,Unstable
131,22,Structural Hb,stability,Unstable
170,22,Structural Hb,stability,Unstable
209,22,Structural Hb,stability,Unstable
234,22,Structural Hb,stability,Unstable
237,22,Structural Hb,stability,Unstable
239,22,Structural Hb,stability,Unstable
245,22,Structural Hb,stability,Unstable
249,22,Structural Hb,stability,Unstable
253,22,Structural Hb,stability,Unstable
254,22,Structural Hb,stability,Unstable
256,22,Structural Hb,stability,Unstable
257,22,Structural Hb,stability,Unstable
264,22,Structural Hb,stability,Unstable
269,22,Structural Hb,stability,Unstable
371,22,Structural Hb,stability,Unstable
383,22,Structural Hb,stability,Unstable
406,22,Structural Hb,stability,Unstable
412,22,Structural Hb,stability,Unstable
418,22,Structural Hb,stability,Unstable
419,22,Structural Hb,stability,Unstable
435,22,Structural Hb,stability,Unstable
436,22,Structural Hb,stability,Unstable
446,22,Structural Hb,stability,Unstable
447,22,Structural Hb,stability,Unstable
451,22,Structural Hb,stability,Unstable
468,22,Structural Hb,stability,Unstable
486,22,Structural Hb,stability,Unstable
489,22,Structural Hb,stability,Unstable
490,22,Structural Hb,stability,Unstable
494,22,Structural Hb,stability,Unstable
495,22,Structural Hb,stability,Unstable
497,22,Structural Hb,stability,Unstable
506,22,Structural Hb,stability,Unstable
509,22,Structural Hb,stability,Unstable
511,22,Structural Hb,stability,Unstable
514,22,Structural Hb,stability,Unstable
516,22,Structural Hb,stability,Unstable
519,22,Structural Hb,stability,Unstable
527,22,Structural Hb,stability,Unstable
536,22,Structural Hb,stability,Unstable
541,22,Structural Hb,stability,Unstable
542,22,Structural Hb,stability,Unstable
544,22,Structural Hb,stability,Unstable
545,22,Structural Hb,stability,Unstable
551,22,Structural Hb,stability,Unstable
553,22,Structural Hb,stability,Unstable
556,22,Structural Hb,stability,Unstable
575,22,Structural Hb,stability,Unstable
580,22,Structural Hb,stability,Unstable
583,22,Structural Hb,stability,Unstable
585,22,Structural Hb,stability,Unstable
591,22,Structural Hb,stability,Unstable
597,22,Structural Hb,stability,Unstable
609,22,Structural Hb,stability,Unstable
611,22,Structural Hb,stability,Unstable
630,22,Structural Hb,stability,Unstable
635,22,Structural Hb,stability,Unstable
637,22,Structural Hb,stability,Unstable
643,22,Structural Hb,stability,Unstable
646,22,Structural Hb,stability,Unstable
648,22,Structural Hb,stability,Unstable
649,22,Structural Hb,stability,Unstable
666,22,Structural Hb,stability,Unstable
669,22,Structural Hb,stability,Unstable
673,22,Structural Hb,stability,Unstable
675,22,Structural Hb,stability,Unstable
678,22,Structural Hb,stability,Unstable
679,22,Structural Hb,stability,Unstable
683,22,Structural Hb,stability,Unstable
684,22,Structural Hb,stability,Unstable
685,22,Structural Hb,stability,Unstable
686,22,Structural Hb,stability,Unstable
691,22,Structural Hb,stability,Unstable
692,22,Structural Hb,stability,Unstable
693,22,Structural Hb,stability,Unstable
694,22,Structural Hb,stability,Unstable
696,22,Structural Hb,stability,Unstable
698,22,Structural Hb,stability,Unstable
704,22,Structural Hb,stability,Unstable
708,22,Structural Hb,stability,Unstable
720,22,Structural Hb,stability,Unstable
723,22,Structural Hb,stability,Unstable
729,22,Structural Hb,stability,Unstable
734,22,Structural Hb,stability,Unstable
766,22,Structural Hb,stability,Unstable
779,22,Structural Hb,stability,Unstable
782,22,Structural Hb,stability,Unstable
785,22,Structural Hb,stability,Unstable
805,22,Structural Hb,stability,Unstable
806,22,Structural Hb,stability,Unstable
807,22,Structural Hb,stability,Unstable
809,22,Structural Hb,stability,Unstable
817,22,Structural Hb,stability,Unstable
819,22,Structural Hb,stability,Unstable
828,22,Structural Hb,stability,Unstable
830,22,Structural Hb,stability,Unstable
840,22,Structural Hb,stability,Unstable
844,22,Structural Hb,stability,Unstable
847,22,Structural Hb,stability,Unstable
849,22,Structural Hb,stability,Unstable
850,22,Structural Hb,stability,Unstable
851,22,Structural Hb,stability,Unstable
852,22,Structural Hb,stability,Unstable
855,22,Structural Hb,stability,Unstable
857,22,Structural Hb,stability,Unstable
860,22,Structural Hb,stability,Unstable
864,22,Structural Hb,stability,Unstable
871,22,Structural Hb,stability,Unstable
872,22,Structural Hb,stability,Unstable
878,22,Structural Hb,stability,Unstable
880,22,Structural Hb,stability,Unstable
882,22,Structural Hb,stability,Unstable
885,22,Structural Hb,stability,Unstable
886,22,Structural Hb,stability,Unstable
887,22,Structural Hb,stability,Unstable
889,22,Structural Hb,stability,Unstable
892,22,Structural Hb,stability,Unstable
893,22,Structural Hb,stability,Unstable
895,22,Structural Hb,stability,Unstable
898,22,Structural Hb,stability,Unstable
900,22,Structural Hb,stability,Unstable
901,22,Structural Hb,stability,Unstable
902,22,Structural Hb,stability,Unstable
904,22,Structural Hb,stability,Unstable
905,22,Structural Hb,stability,Unstable
907,22,Structural Hb,stability,Unstable
910,22,Structural Hb,stability,Unstable
911,22,Structural Hb,stability,Unstable
912,22,Structural Hb,stability,Unstable
915,22,Structural Hb,stability,Unstable
920,22,Structural Hb,stability,Unstable
921,22,Structural Hb,stability,Unstable
922,22,Structural Hb,stability,Unstable
923,22,Structural Hb,stability,Unstable
932,22,Structural Hb,stability,Unstable
936,22,Structural Hb,stability,Unstable
937,22,Structural Hb,stability,Unstable
942,22,Structural Hb,stability,Unstable
943,22,Structural Hb,stability,Unstable
944,22,Structural Hb,stability,Unstable
945,22,Structural Hb,stability,Unstable
946,22,Structural Hb,stability,Unstable
947,22,Structural Hb,stability,Unstable
948,22,Structural Hb,stability,Unstable
949,22,Structural Hb,stability,Unstable
954,22,Structural Hb,stability,Unstable
955,22,Structural Hb,stability,Unstable
957,22,Structural Hb,stability,Unstable
961,22,Structural Hb,stability,Unstable
965,22,Structural Hb,stability,Unstable
966,22,Structural Hb,stability,Unstable
967,22,Structural Hb,stability,Unstable
969,22,Structural Hb,stability,Unstable
974,22,Structural Hb,stability,Unstable
982,22,Structural Hb,stability,Unstable
983,22,Structural Hb,stability,Unstable
984,22,Structural Hb,stability,Unstable
987,22,Structural Hb,stability,Unstable
989,22,Structural Hb,stability,Unstable
993,22,Structural Hb,stability,Unstable
1000,22,Structural Hb,stability,Unstable
1006,22,Structural Hb,stability,Unstable
1008,22,Structural Hb,stability,Unstable
1009,22,Structural Hb,stability,Unstable
1010,22,Structural Hb,stability,Unstable
1011,22,Structural Hb,stability,Unstable
1012,22,Structural Hb,stability,Unstable
1013,22,Structural Hb,stability,Unstable
1018,22,Structural Hb,stability,Unstable
1019,22,Structural Hb,stability,Unstable
1021,22,Structural Hb,stability,Unstable
1022,22,Structural Hb,stability,Unstable
1023,22,Structural Hb,stability,Unstable
1025,22,Structural Hb,stability,Unstable
1027,22,Structural Hb,stability,Unstable
1028,22,Structural Hb,stability,Unstable
1029,22,Structural Hb,stability,Unstable
1033,22,Structural Hb,stability,Unstable
1034,22,Structural Hb,stability,Unstable
1035,22,Structural Hb,stability,Unstable
1037,22,Structural Hb,stability,Unstable
1043,22,Structural Hb,stability,Unstable
1044,22,Structural Hb,stability,Unstable
1046,22,Structural Hb,stability,Unstable
1047,22,Structural Hb,stability,Unstable
1048,22,Structural Hb,stability,Unstable
1050,22,Structural Hb,stability,Unstable
1051,22,Structural Hb,stability,Unstable
1052,22,Structural Hb,stability,Unstable
1057,22,Structural Hb,stability,Unstable
1069,22,Structural Hb,stability,Unstable
1070,22,Structural Hb,stability,Unstable
1078,22,Structural Hb,stability,Unstable
1080,22,Structural Hb,stability,Unstable
1083,22,Structural Hb,stability,Unstable
1087,22,Structural Hb,stability,Unstable
1091,22,Structural Hb,stability,Unstable
1092,22,Structural Hb,stability,Unstable
1093,22,Structural Hb,stability,Unstable
1097,22,Structural Hb,stability,Unstable
1098,22,Structural Hb,stability,Unstable
1100,22,Structural Hb,stability,Unstable
1101,22,Structural Hb,stability,Unstable
1102,22,Structural Hb,stability,Unstable
1103,22,Structural Hb,stability,Unstable
1104,22,Structural Hb,stability,Unstable
1105,22,Structural Hb,stability,Unstable
1106,22,Structural Hb,stability,Unstable
1107,22,Structural Hb,stability,Unstable
1109,22,Structural Hb,stability,Unstable
1110,22,Structural Hb,stability,Unstable
1111,22,Structural Hb,stability,Unstable
1118,22,Structural Hb,stability,Unstable
1123,22,Structural Hb,stability,Unstable
1124,22,Structural Hb,stability,Unstable
1125,22,Structural Hb,stability,Unstable
1129,22,Structural Hb,stability,Unstable
1131,22,Structural Hb,stability,Unstable
1132,22,Structural Hb,stability,Unstable
1133,22,Structural Hb,stability,Unstable
1134,22,Structural Hb,stability,Unstable
1145,22,Structural Hb,stability,Unstable
1148,22,Structural Hb,stability,Unstable
1152,22,Structural Hb,stability,Unstable
1153,22,Structural Hb,stability,Unstable
1162,22,Structural Hb,stability,Unstable
1167,22,Structural Hb,stability,Unstable
1168,22,Structural Hb,stability,Unstable
1169,22,Structural Hb,stability,Unstable
1172,22,Structural Hb,stability,Unstable
1179,22,Structural Hb,stability,Unstable
1180,22,Structural Hb,stability,Unstable
1181,22,Structural Hb,stability,Unstable
1182,22,Structural Hb,stability,Unstable
1183,22,Structural Hb,stability,Unstable
1185,22,Structural Hb,stability,Unstable
1187,22,Structural Hb,stability,Unstable
1192,22,Structural Hb,stability,Unstable
1193,22,Structural Hb,stability,Unstable
1197,22,Structural Hb,stability,Unstable
1205,22,Structural Hb,stability,Unstable
1210,22,Structural Hb,stability,Unstable
1211,22,Structural Hb,stability,Unstable
1215,22,Structural Hb,stability,Unstable
1223,22,Structural Hb,stability,Unstable
1230,22,Structural Hb,stability,Unstable
1234,22,Structural Hb,stability,Unstable
1235,22,Structural Hb,stability,Unstable
1236,22,Structural Hb,stability,Unstable
1237,22,Structural Hb,stability,Unstable
1241,22,Structural Hb,stability,Unstable
1242,22,Structural Hb,stability,Unstable
1243,22,Structural Hb,stability,Unstable
1244,22,Structural Hb,stability,Unstable
1245,22,Structural Hb,stability,Unstable
1248,22,Structural Hb,stability,Unstable
1250,22,Structural Hb,stability,Unstable
1252,22,Structural Hb,stability,Unstable
1254,22,Structural Hb,stability,Unstable
1258,22,Structural Hb,stability,Unstable
1259,22,Structural Hb,stability,Unstable
1260,22,Structural Hb,stability,Unstable
1262,22,Structural Hb,stability,Unstable
1264,22,Structural Hb,stability,Unstable
1265,22,Structural Hb,stability,Unstable
1266,22,Structural Hb,stability,Unstable
1274,22,Structural Hb,stability,Unstable
1278,22,Structural Hb,stability,Unstable
1279,22,Structural Hb,stability,Unstable
1283,22,Structural Hb,stability,Unstable
1284,22,Structural Hb,stability,Unstable
1287,22,Structural Hb,stability,Unstable
1288,22,Structural Hb,stability,Unstable
1289,22,Structural Hb,stability,Unstable
1292,22,Structural Hb,stability,Unstable
1294,22,Structural Hb,stability,Unstable
1302,22,Structural Hb,stability,Unstable
1306,22,Structural Hb,stability,Unstable
1319,22,Structural Hb,stability,Unstable
1331,22,Structural Hb,stability,Unstable
1449,22,Structural Hb,stability,Unstable
1458,22,Structural Hb,stability,Unstable
1468,22,Structural Hb,stability,Unstable
2220,22,Structural Hb,stability,Unstable
2282,22,Structural Hb,stability,Unstable
2292,22,Structural Hb,stability,Unstable
2308,22,Structural Hb,stability,Unstable
2311,22,Structural Hb,stability,Unstable
2340,22,Structural Hb,stability,Unstable
2372,22,Structural Hb,stability,Unstable
2376,22,Structural Hb,stability,Unstable
2379,22,Structural Hb,stability,Unstable
2404,22,Structural Hb,stability,Unstable
2412,22,Structural Hb,stability,Unstable
2417,22,Structural Hb,stability,Unstable
2427,22,Structural Hb,stability,Unstable
2433,22,Structural Hb,stability,Unstable
2440,22,Structural Hb,stability,Unstable
2441,22,Structural Hb,stability,Unstable
2470,22,Structural Hb,stability,Unstable
2492,22,Structural Hb,stability,Unstable
2500,22,Structural Hb,stability,Unstable
2531,22,Structural Hb,stability,Unstable
2532,22,Structural Hb,stability,Unstable
2533,22,Structural Hb,stability,Unstable
2535,22,Structural Hb,stability,Unstable
2539,22,Structural Hb,stability,Unstable
2544,22,Structural Hb,stability,Unstable
2549,22,Structural Hb,stability,Unstable
2560,22,Structural Hb,stability,Unstable
2962,22,Structural Hb,stability,Unstable
2964,22,Structural Hb,stability,Unstable
2969,22,Structural Hb,stability,Unstable
2986,22,Structural Hb,stability,Unstable
2999,22,Structural Hb,stability,Unstable
3000,22,Structural Hb,stability,Unstable
3001,22,Structural Hb,stability,Unstable
3034,22,Structural Hb,stability,Unstable
3056,22,Structural Hb,stability,Unstable
3175,22,Structural Hb,stability,Unstable
3271,22,Structural Hb,stability,Unstable
3280,22,Structural Hb,stability,Unstable
3286,22,Structural Hb,stability,Unstable
3297,22,Structural Hb,stability,Unstable
3298,22,Structural Hb,stability,Unstable
3306,22,Structural Hb,stability,Unstable
3323,22,Structural Hb,stability,Unstable
3362,22,Structural Hb,stability,Unstable
3364,22,Structural Hb,stability,Unstable
3366,22,Structural Hb,stability,Unstable
3383,22,Structural Hb,stability,Unstable
3387,22,Structural Hb,stability,Unstable
3546,22,Structural Hb,stability,Unstable
3560,22,Structural Hb,stability,Unstable
3583,22,Structural Hb,stability,Unstable
3697,22,Structural Hb,stability,Unstable
3700,22,Structural Hb,stability,Unstable
3800,22,Structural Hb,stability,Unstable
3805,22,Structural Hb,stability,Unstable
3846,22,Structural Hb,stability,Unstable
3852,22,Structural Hb,stability,Unstable
3891,22,Structural Hb,stability,Unstable
91,24,Structural Hb,oxygen,Decreased Oxygen Affinity
433,24,Structural Hb,oxygen,Decreased Oxygen Affinity
434,24,Structural Hb,oxygen,Decreased Oxygen Affinity
570,24,Structural Hb,oxygen,Decreased Oxygen Affinity
629,24,Structural Hb,oxygen,Decreased Oxygen Affinity
643,24,Structural Hb,oxygen,Decreased Oxygen Affinity
645,24,Structural Hb,oxygen,Decreased Oxygen Affinity
647,24,Structural Hb,oxygen,Decreased Oxygen Affinity
674,24,Structural Hb,oxygen,Decreased Oxygen Affinity
675,24,Structural Hb,oxygen,Decreased Oxygen Affinity
677,24,Structural Hb,oxygen,Decreased Oxygen Affinity
678,24,Structural Hb,oxygen,Decreased Oxygen Affinity
679,24,Structural Hb,oxygen,Decreased Oxygen Affinity
686,24,Structural Hb,oxygen,Decreased Oxygen Affinity
750,24,Structural Hb,oxygen,Decreased Oxygen Affinity
763,24,Structural Hb,oxygen,Decreased Oxygen Affinity
791,24,Structural Hb,oxygen,Decreased Oxygen Affinity
793,24,Structural Hb,oxygen,Decreased Oxygen Affinity
807,24,Structural Hb,oxygen,Decreased Oxygen Affinity
814,24,Structural Hb,oxygen,Decreased Oxygen Affinity
815,24,Structural Hb,oxygen,Decreased Oxygen Affinity
825,24,Structural Hb,oxygen,Decreased Oxygen Affinity
828,24,Structural Hb,oxygen,Decreased Oxygen Affinity
844,24,Structural Hb,oxygen,Decreased Oxygen Affinity
870,24,Structural Hb,oxygen,Decreased Oxygen Affinity
886,24,Structural Hb,oxygen,Decreased Oxygen Affinity
889,24,Structural Hb,oxygen,Decreased Oxygen Affinity
910,24,Structural Hb,oxygen,Decreased Oxygen Affinity
928,24,Structural Hb,oxygen,Decreased Oxygen Affinity
929,24,Structural Hb,oxygen,Decreased Oxygen Affinity
932,24,Structural Hb,oxygen,Decreased Oxygen Affinity
942,24,Structural Hb,oxygen,Decreased Oxygen Affinity
943,24,Structural Hb,oxygen,Decreased Oxygen Affinity
945,24,Structural Hb,oxygen,Decreased Oxygen Affinity
947,24,Structural Hb,oxygen,Decreased Oxygen Affinity
948,24,Structural Hb,oxygen,Decreased Oxygen Affinity
949,24,Structural Hb,oxygen,Decreased Oxygen Affinity
955,24,Structural Hb,oxygen,Decreased Oxygen Affinity
957,24,Structural Hb,oxygen,Decreased Oxygen Affinity
966,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1004,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1014,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1019,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1020,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1022,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1024,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1026,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1034,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1035,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1039,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1040,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1041,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1042,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1052,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1053,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1076,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1097,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1098,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1102,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1150,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1151,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1152,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1153,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1168,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1170,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1172,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1173,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1174,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1180,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1181,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1187,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1205,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1245,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1266,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1267,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1272,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1280,24,Structural Hb,oxygen,Decreased Oxygen Affinity
1281,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2149,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2280,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2306,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2311,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2440,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2441,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2459,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2506,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2507,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2528,24,Structural Hb,oxygen,Decreased Oxygen Affinity
2955,24,Structural Hb,oxygen,Decreased Oxygen Affinity
3004,24,Structural Hb,oxygen,Decreased Oxygen Affinity
3034,24,Structural Hb,oxygen,Decreased Oxygen Affinity
3175,24,Structural Hb,oxygen,Decreased Oxygen Affinity
3306,24,Structural Hb,oxygen,Decreased Oxygen Affinity
