ithaID,hemo_id,type,name
2122,2,Thalassaemia,β-thalassaemia
2123,2,Thalassaemia,β-thalassaemia
2124,2,Thalassaemia,β-thalassaemia
2125,2,Thalassaemia,β-thalassaemia
2150,2,Thalassaemia,β-thalassaemia
2153,2,Thalassaemia,β-thalassaemia
2157,2,Thalassaemia,β-thalassaemia
2171,2,Thalassaemia,β-thalassaemia
2172,2,Thalassaemia,β-thalassaemia
2173,2,Thalassaemia,β-thalassaemia
2174,2,Thalassaemia,β-thalassaemia
2175,2,Thalassaemia,β-thalassaemia
2176,2,Thalassaemia,β-thalassaemia
2177,2,Thalassaemia,β-thalassaemia
2178,2,Thalassaemia,β-thalassaemia
2179,2,Thalassaemia,β-thalassaemia
2180,2,Thalassaemia,β-thalassaemia
2181,2,Thalassaemia,β-thalassaemia
2182,2,Thalassaemia,β-thalassaemia
2183,2,Thalassaemia,β-thalassaemia
2184,2,Thalassaemia,β-thalassaemia
2185,2,Thalassaemia,β-thalassaemia
2187,2,Thalassaemia,β-thalassaemia
2188,2,Thalassaemia,β-thalassaemia
2189,2,Thalassaemia,β-thalassaemia
2190,2,Thalassaemia,β-thalassaemia
2191,2,Thalassaemia,β-thalassaemia
2192,2,Thalassaemia,β-thalassaemia
2193,2,Thalassaemia,β-thalassaemia
2194,2,Thalassaemia,β-thalassaemia
2195,2,Thalassaemia,β-thalassaemia
2196,2,Thalassaemia,β-thalassaemia
2197,2,Thalassaemia,β-thalassaemia
2198,2,Thalassaemia,β-thalassaemia
2200,2,Thalassaemia,β-thalassaemia
2279,2,Thalassaemia,β-thalassaemia
2282,2,Thalassaemia,β-thalassaemia
2283,2,Thalassaemia,β-thalassaemia
2298,2,Thalassaemia,β-thalassaemia
2393,2,Thalassaemia,β-thalassaemia
2407,2,Thalassaemia,β-thalassaemia
2462,2,Thalassaemia,β-thalassaemia
2463,2,Thalassaemia,β-thalassaemia
2479,2,Thalassaemia,β-thalassaemia
2522,2,Thalassaemia,β-thalassaemia
2536,2,Thalassaemia,β-thalassaemia
2553,2,Thalassaemia,β-thalassaemia
2564,2,Thalassaemia,β-thalassaemia
2565,2,Thalassaemia,β-thalassaemia
2566,2,Thalassaemia,β-thalassaemia
2954,2,Thalassaemia,β-thalassaemia
2958,2,Thalassaemia,β-thalassaemia
2959,2,Thalassaemia,β-thalassaemia
2960,2,Thalassaemia,β-thalassaemia
2976,2,Thalassaemia,β-thalassaemia
2990,2,Thalassaemia,β-thalassaemia
2997,2,Thalassaemia,β-thalassaemia
3008,2,Thalassaemia,β-thalassaemia
3014,2,Thalassaemia,β-thalassaemia
3019,2,Thalassaemia,β-thalassaemia
3023,2,Thalassaemia,β-thalassaemia
3024,2,Thalassaemia,β-thalassaemia
3044,2,Thalassaemia,β-thalassaemia
3045,2,Thalassaemia,β-thalassaemia
3046,2,Thalassaemia,β-thalassaemia
3048,2,Thalassaemia,β-thalassaemia
3057,2,Thalassaemia,β-thalassaemia
3059,2,Thalassaemia,β-thalassaemia
3060,2,Thalassaemia,β-thalassaemia
3061,2,Thalassaemia,β-thalassaemia
3062,2,Thalassaemia,β-thalassaemia
3069,2,Thalassaemia,β-thalassaemia
3077,2,Thalassaemia,β-thalassaemia
3081,2,Thalassaemia,β-thalassaemia
3133,2,Thalassaemia,β-thalassaemia
3224,2,Thalassaemia,β-thalassaemia
3225,2,Thalassaemia,β-thalassaemia
3226,2,Thalassaemia,β-thalassaemia
3227,2,Thalassaemia,β-thalassaemia
3228,2,Thalassaemia,β-thalassaemia
3248,2,Thalassaemia,β-thalassaemia
3253,2,Thalassaemia,β-thalassaemia
3276,2,Thalassaemia,β-thalassaemia
3277,2,Thalassaemia,β-thalassaemia
3278,2,Thalassaemia,β-thalassaemia
3287,2,Thalassaemia,β-thalassaemia
3288,2,Thalassaemia,β-thalassaemia
3299,2,Thalassaemia,β-thalassaemia
3308,2,Thalassaemia,β-thalassaemia
3311,2,Thalassaemia,β-thalassaemia
3345,2,Thalassaemia,β-thalassaemia
3361,2,Thalassaemia,β-thalassaemia
3374,2,Thalassaemia,β-thalassaemia
3386,2,Thalassaemia,β-thalassaemia
3391,2,Thalassaemia,β-thalassaemia
3393,2,Thalassaemia,β-thalassaemia
3394,2,Thalassaemia,β-thalassaemia
3400,2,Thalassaemia,β-thalassaemia
3409,2,Thalassaemia,β-thalassaemia
3437,2,Thalassaemia,β-thalassaemia
3443,2,Thalassaemia,β-thalassaemia
3444,2,Thalassaemia,β-thalassaemia
3464,2,Thalassaemia,β-thalassaemia
3483,2,Thalassaemia,β-thalassaemia
3484,2,Thalassaemia,β-thalassaemia
3513,2,Thalassaemia,β-thalassaemia
3555,2,Thalassaemia,β-thalassaemia
3558,2,Thalassaemia,β-thalassaemia
3561,2,Thalassaemia,β-thalassaemia
3562,2,Thalassaemia,β-thalassaemia
3563,2,Thalassaemia,β-thalassaemia
3565,2,Thalassaemia,β-thalassaemia
3571,2,Thalassaemia,β-thalassaemia
3589,2,Thalassaemia,β-thalassaemia
3594,2,Thalassaemia,β-thalassaemia
3597,2,Thalassaemia,β-thalassaemia
3600,2,Thalassaemia,β-thalassaemia
3605,2,Thalassaemia,β-thalassaemia
3609,2,Thalassaemia,β-thalassaemia
3616,2,Thalassaemia,β-thalassaemia
3627,2,Thalassaemia,β-thalassaemia
3636,2,Thalassaemia,β-thalassaemia
3651,2,Thalassaemia,β-thalassaemia
3671,2,Thalassaemia,β-thalassaemia
3672,2,Thalassaemia,β-thalassaemia
3673,2,Thalassaemia,β-thalassaemia
3674,2,Thalassaemia,β-thalassaemia
3676,2,Thalassaemia,β-thalassaemia
3677,2,Thalassaemia,β-thalassaemia
3678,2,Thalassaemia,β-thalassaemia
3679,2,Thalassaemia,β-thalassaemia
3680,2,Thalassaemia,β-thalassaemia
3681,2,Thalassaemia,β-thalassaemia
3682,2,Thalassaemia,β-thalassaemia
3683,2,Thalassaemia,β-thalassaemia
3686,2,Thalassaemia,β-thalassaemia
3687,2,Thalassaemia,β-thalassaemia
3688,2,Thalassaemia,β-thalassaemia
3689,2,Thalassaemia,β-thalassaemia
3690,2,Thalassaemia,β-thalassaemia
3692,2,Thalassaemia,β-thalassaemia
3697,2,Thalassaemia,β-thalassaemia
3700,2,Thalassaemia,β-thalassaemia
3710,2,Thalassaemia,β-thalassaemia
3721,2,Thalassaemia,β-thalassaemia
3722,2,Thalassaemia,β-thalassaemia
3750,2,Thalassaemia,β-thalassaemia
3752,2,Thalassaemia,β-thalassaemia
3786,2,Thalassaemia,β-thalassaemia
3796,2,Thalassaemia,β-thalassaemia
3817,2,Thalassaemia,β-thalassaemia
3823,2,Thalassaemia,β-thalassaemia
3846,2,Thalassaemia,β-thalassaemia
3854,2,Thalassaemia,β-thalassaemia
3855,2,Thalassaemia,β-thalassaemia
3860,2,Thalassaemia,β-thalassaemia
3863,2,Thalassaemia,β-thalassaemia
3866,2,Thalassaemia,β-thalassaemia
3869,2,Thalassaemia,β-thalassaemia
3888,2,Thalassaemia,β-thalassaemia
3896,2,Thalassaemia,β-thalassaemia
3925,2,Thalassaemia,β-thalassaemia
3926,2,Thalassaemia,β-thalassaemia
3927,2,Thalassaemia,β-thalassaemia
3928,2,Thalassaemia,β-thalassaemia
3929,2,Thalassaemia,β-thalassaemia
3930,2,Thalassaemia,β-thalassaemia
3931,2,Thalassaemia,β-thalassaemia
3932,2,Thalassaemia,β-thalassaemia
3933,2,Thalassaemia,β-thalassaemia
3935,2,Thalassaemia,β-thalassaemia
3940,2,Thalassaemia,β-thalassaemia
1321,3,Thalassaemia,δ-thalassaemia
1322,3,Thalassaemia,δ-thalassaemia
1323,3,Thalassaemia,δ-thalassaemia
1324,3,Thalassaemia,δ-thalassaemia
1325,3,Thalassaemia,δ-thalassaemia
1326,3,Thalassaemia,δ-thalassaemia
1327,3,Thalassaemia,δ-thalassaemia
1328,3,Thalassaemia,δ-thalassaemia
1329,3,Thalassaemia,δ-thalassaemia
1330,3,Thalassaemia,δ-thalassaemia
1331,3,Thalassaemia,δ-thalassaemia
1332,3,Thalassaemia,δ-thalassaemia
1333,3,Thalassaemia,δ-thalassaemia
1334,3,Thalassaemia,δ-thalassaemia
1335,3,Thalassaemia,δ-thalassaemia
1336,3,Thalassaemia,δ-thalassaemia
1338,3,Thalassaemia,δ-thalassaemia
1339,3,Thalassaemia,δ-thalassaemia
1340,3,Thalassaemia,δ-thalassaemia
1341,3,Thalassaemia,δ-thalassaemia
1342,3,Thalassaemia,δ-thalassaemia
1343,3,Thalassaemia,δ-thalassaemia
1346,3,Thalassaemia,δ-thalassaemia
1384,3,Thalassaemia,δ-thalassaemia
1392,3,Thalassaemia,δ-thalassaemia
1497,3,Thalassaemia,δ-thalassaemia
2090,3,Thalassaemia,δ-thalassaemia
2092,3,Thalassaemia,δ-thalassaemia
2202,3,Thalassaemia,δ-thalassaemia
2292,3,Thalassaemia,δ-thalassaemia
2448,3,Thalassaemia,δ-thalassaemia
2473,3,Thalassaemia,δ-thalassaemia
2520,3,Thalassaemia,δ-thalassaemia
2521,3,Thalassaemia,δ-thalassaemia
2560,3,Thalassaemia,δ-thalassaemia
2563,3,Thalassaemia,δ-thalassaemia
2573,3,Thalassaemia,δ-thalassaemia
2574,3,Thalassaemia,δ-thalassaemia
2575,3,Thalassaemia,δ-thalassaemia
3223,3,Thalassaemia,δ-thalassaemia
3229,3,Thalassaemia,δ-thalassaemia
3230,3,Thalassaemia,δ-thalassaemia
3231,3,Thalassaemia,δ-thalassaemia
3232,3,Thalassaemia,δ-thalassaemia
3233,3,Thalassaemia,δ-thalassaemia
3234,3,Thalassaemia,δ-thalassaemia
3236,3,Thalassaemia,δ-thalassaemia
3237,3,Thalassaemia,δ-thalassaemia
3238,3,Thalassaemia,δ-thalassaemia
3239,3,Thalassaemia,δ-thalassaemia
3269,3,Thalassaemia,δ-thalassaemia
3336,3,Thalassaemia,δ-thalassaemia
3441,3,Thalassaemia,δ-thalassaemia
3601,3,Thalassaemia,δ-thalassaemia
3602,3,Thalassaemia,δ-thalassaemia
3617,3,Thalassaemia,δ-thalassaemia
3806,3,Thalassaemia,δ-thalassaemia
3842,3,Thalassaemia,δ-thalassaemia
3844,3,Thalassaemia,δ-thalassaemia
3870,3,Thalassaemia,δ-thalassaemia
3883,3,Thalassaemia,δ-thalassaemia
110,4,Thalassaemia,δβ-thalassaemia
1397,4,Thalassaemia,δβ-thalassaemia
1398,4,Thalassaemia,δβ-thalassaemia
1399,4,Thalassaemia,δβ-thalassaemia
1400,4,Thalassaemia,δβ-thalassaemia
1504,4,Thalassaemia,δβ-thalassaemia
1506,4,Thalassaemia,δβ-thalassaemia
1507,4,Thalassaemia,δβ-thalassaemia
1508,4,Thalassaemia,δβ-thalassaemia
1509,4,Thalassaemia,δβ-thalassaemia
1510,4,Thalassaemia,δβ-thalassaemia
1511,4,Thalassaemia,δβ-thalassaemia
1512,4,Thalassaemia,δβ-thalassaemia
1513,4,Thalassaemia,δβ-thalassaemia
1514,4,Thalassaemia,δβ-thalassaemia
1515,4,Thalassaemia,δβ-thalassaemia
1516,4,Thalassaemia,δβ-thalassaemia
1517,4,Thalassaemia,δβ-thalassaemia
1518,4,Thalassaemia,δβ-thalassaemia
1519,4,Thalassaemia,δβ-thalassaemia
1520,4,Thalassaemia,δβ-thalassaemia
1521,4,Thalassaemia,δβ-thalassaemia
1522,4,Thalassaemia,δβ-thalassaemia
1523,4,Thalassaemia,δβ-thalassaemia
1524,4,Thalassaemia,δβ-thalassaemia
1525,4,Thalassaemia,δβ-thalassaemia
1526,4,Thalassaemia,δβ-thalassaemia
1527,4,Thalassaemia,δβ-thalassaemia
1528,4,Thalassaemia,δβ-thalassaemia
1530,4,Thalassaemia,δβ-thalassaemia
1531,4,Thalassaemia,δβ-thalassaemia
1532,4,Thalassaemia,δβ-thalassaemia
1533,4,Thalassaemia,δβ-thalassaemia
2419,4,Thalassaemia,δβ-thalassaemia
3307,4,Thalassaemia,δβ-thalassaemia
3792,4,Thalassaemia,δβ-thalassaemia
3835,4,Thalassaemia,δβ-thalassaemia
3867,4,Thalassaemia,δβ-thalassaemia
1534,6,Thalassaemia,εγδβ-thalassaemia
1535,6,Thalassaemia,εγδβ-thalassaemia
1536,6,Thalassaemia,εγδβ-thalassaemia
1537,6,Thalassaemia,εγδβ-thalassaemia
1538,6,Thalassaemia,εγδβ-thalassaemia
1539,6,Thalassaemia,εγδβ-thalassaemia
1540,6,Thalassaemia,εγδβ-thalassaemia
1541,6,Thalassaemia,εγδβ-thalassaemia
1542,6,Thalassaemia,εγδβ-thalassaemia
1543,6,Thalassaemia,εγδβ-thalassaemia
1544,6,Thalassaemia,εγδβ-thalassaemia
1545,6,Thalassaemia,εγδβ-thalassaemia
1546,6,Thalassaemia,εγδβ-thalassaemia
1547,6,Thalassaemia,εγδβ-thalassaemia
1548,6,Thalassaemia,εγδβ-thalassaemia
1549,6,Thalassaemia,εγδβ-thalassaemia
1550,6,Thalassaemia,εγδβ-thalassaemia
1551,6,Thalassaemia,εγδβ-thalassaemia
1552,6,Thalassaemia,εγδβ-thalassaemia
1553,6,Thalassaemia,εγδβ-thalassaemia
2158,6,Thalassaemia,εγδβ-thalassaemia
2159,6,Thalassaemia,εγδβ-thalassaemia
2161,6,Thalassaemia,εγδβ-thalassaemia
2163,6,Thalassaemia,εγδβ-thalassaemia
2164,6,Thalassaemia,εγδβ-thalassaemia
2165,6,Thalassaemia,εγδβ-thalassaemia
2167,6,Thalassaemia,εγδβ-thalassaemia
2418,6,Thalassaemia,εγδβ-thalassaemia
2548,6,Thalassaemia,εγδβ-thalassaemia
2551,6,Thalassaemia,εγδβ-thalassaemia
3073,6,Thalassaemia,εγδβ-thalassaemia
3270,6,Thalassaemia,εγδβ-thalassaemia
3340,6,Thalassaemia,εγδβ-thalassaemia
3570,6,Thalassaemia,εγδβ-thalassaemia
3577,6,Thalassaemia,εγδβ-thalassaemia
3578,6,Thalassaemia,εγδβ-thalassaemia
3606,6,Thalassaemia,εγδβ-thalassaemia
3849,6,Thalassaemia,εγδβ-thalassaemia
3868,6,Thalassaemia,εγδβ-thalassaemia
347,7,Structural Hb,α-chain variant
348,7,Structural Hb,α-chain variant
351,7,Structural Hb,α-chain variant
355,7,Structural Hb,α-chain variant
356,7,Structural Hb,α-chain variant
367,7,Structural Hb,α-chain variant
368,7,Structural Hb,α-chain variant
369,7,Structural Hb,α-chain variant
370,7,Structural Hb,α-chain variant
371,7,Structural Hb,α-chain variant
373,7,Structural Hb,α-chain variant
377,7,Structural Hb,α-chain variant
378,7,Structural Hb,α-chain variant
379,7,Structural Hb,α-chain variant
380,7,Structural Hb,α-chain variant
381,7,Structural Hb,α-chain variant
382,7,Structural Hb,α-chain variant
383,7,Structural Hb,α-chain variant
384,7,Structural Hb,α-chain variant
389,7,Structural Hb,α-chain variant
394,7,Structural Hb,α-chain variant
395,7,Structural Hb,α-chain variant
396,7,Structural Hb,α-chain variant
397,7,Structural Hb,α-chain variant
399,7,Structural Hb,α-chain variant
400,7,Structural Hb,α-chain variant
401,7,Structural Hb,α-chain variant
404,7,Structural Hb,α-chain variant
406,7,Structural Hb,α-chain variant
407,7,Structural Hb,α-chain variant
408,7,Structural Hb,α-chain variant
409,7,Structural Hb,α-chain variant
411,7,Structural Hb,α-chain variant
412,7,Structural Hb,α-chain variant
413,7,Structural Hb,α-chain variant
414,7,Structural Hb,α-chain variant
415,7,Structural Hb,α-chain variant
416,7,Structural Hb,α-chain variant
417,7,Structural Hb,α-chain variant
418,7,Structural Hb,α-chain variant
419,7,Structural Hb,α-chain variant
420,7,Structural Hb,α-chain variant
421,7,Structural Hb,α-chain variant
422,7,Structural Hb,α-chain variant
429,7,Structural Hb,α-chain variant
431,7,Structural Hb,α-chain variant
432,7,Structural Hb,α-chain variant
433,7,Structural Hb,α-chain variant
434,7,Structural Hb,α-chain variant
435,7,Structural Hb,α-chain variant
436,7,Structural Hb,α-chain variant
437,7,Structural Hb,α-chain variant
438,7,Structural Hb,α-chain variant
439,7,Structural Hb,α-chain variant
440,7,Structural Hb,α-chain variant
441,7,Structural Hb,α-chain variant
442,7,Structural Hb,α-chain variant
443,7,Structural Hb,α-chain variant
444,7,Structural Hb,α-chain variant
445,7,Structural Hb,α-chain variant
446,7,Structural Hb,α-chain variant
447,7,Structural Hb,α-chain variant
448,7,Structural Hb,α-chain variant
449,7,Structural Hb,α-chain variant
450,7,Structural Hb,α-chain variant
451,7,Structural Hb,α-chain variant
452,7,Structural Hb,α-chain variant
453,7,Structural Hb,α-chain variant
454,7,Structural Hb,α-chain variant
455,7,Structural Hb,α-chain variant
456,7,Structural Hb,α-chain variant
457,7,Structural Hb,α-chain variant
458,7,Structural Hb,α-chain variant
459,7,Structural Hb,α-chain variant
460,7,Structural Hb,α-chain variant
461,7,Structural Hb,α-chain variant
462,7,Structural Hb,α-chain variant
464,7,Structural Hb,α-chain variant
465,7,Structural Hb,α-chain variant
466,7,Structural Hb,α-chain variant
467,7,Structural Hb,α-chain variant
468,7,Structural Hb,α-chain variant
469,7,Structural Hb,α-chain variant
470,7,Structural Hb,α-chain variant
471,7,Structural Hb,α-chain variant
472,7,Structural Hb,α-chain variant
473,7,Structural Hb,α-chain variant
474,7,Structural Hb,α-chain variant
475,7,Structural Hb,α-chain variant
476,7,Structural Hb,α-chain variant
477,7,Structural Hb,α-chain variant
478,7,Structural Hb,α-chain variant
479,7,Structural Hb,α-chain variant
481,7,Structural Hb,α-chain variant
482,7,Structural Hb,α-chain variant
483,7,Structural Hb,α-chain variant
484,7,Structural Hb,α-chain variant
485,7,Structural Hb,α-chain variant
486,7,Structural Hb,α-chain variant
487,7,Structural Hb,α-chain variant
488,7,Structural Hb,α-chain variant
489,7,Structural Hb,α-chain variant
490,7,Structural Hb,α-chain variant
491,7,Structural Hb,α-chain variant
493,7,Structural Hb,α-chain variant
494,7,Structural Hb,α-chain variant
495,7,Structural Hb,α-chain variant
496,7,Structural Hb,α-chain variant
497,7,Structural Hb,α-chain variant
498,7,Structural Hb,α-chain variant
499,7,Structural Hb,α-chain variant
502,7,Structural Hb,α-chain variant
503,7,Structural Hb,α-chain variant
504,7,Structural Hb,α-chain variant
505,7,Structural Hb,α-chain variant
506,7,Structural Hb,α-chain variant
509,7,Structural Hb,α-chain variant
511,7,Structural Hb,α-chain variant
512,7,Structural Hb,α-chain variant
514,7,Structural Hb,α-chain variant
515,7,Structural Hb,α-chain variant
516,7,Structural Hb,α-chain variant
517,7,Structural Hb,α-chain variant
519,7,Structural Hb,α-chain variant
520,7,Structural Hb,α-chain variant
521,7,Structural Hb,α-chain variant
522,7,Structural Hb,α-chain variant
523,7,Structural Hb,α-chain variant
524,7,Structural Hb,α-chain variant
525,7,Structural Hb,α-chain variant
527,7,Structural Hb,α-chain variant
528,7,Structural Hb,α-chain variant
529,7,Structural Hb,α-chain variant
530,7,Structural Hb,α-chain variant
532,7,Structural Hb,α-chain variant
533,7,Structural Hb,α-chain variant
534,7,Structural Hb,α-chain variant
535,7,Structural Hb,α-chain variant
536,7,Structural Hb,α-chain variant
537,7,Structural Hb,α-chain variant
538,7,Structural Hb,α-chain variant
539,7,Structural Hb,α-chain variant
540,7,Structural Hb,α-chain variant
541,7,Structural Hb,α-chain variant
542,7,Structural Hb,α-chain variant
543,7,Structural Hb,α-chain variant
544,7,Structural Hb,α-chain variant
545,7,Structural Hb,α-chain variant
546,7,Structural Hb,α-chain variant
547,7,Structural Hb,α-chain variant
548,7,Structural Hb,α-chain variant
549,7,Structural Hb,α-chain variant
550,7,Structural Hb,α-chain variant
551,7,Structural Hb,α-chain variant
552,7,Structural Hb,α-chain variant
553,7,Structural Hb,α-chain variant
554,7,Structural Hb,α-chain variant
555,7,Structural Hb,α-chain variant
556,7,Structural Hb,α-chain variant
557,7,Structural Hb,α-chain variant
558,7,Structural Hb,α-chain variant
559,7,Structural Hb,α-chain variant
560,7,Structural Hb,α-chain variant
561,7,Structural Hb,α-chain variant
562,7,Structural Hb,α-chain variant
563,7,Structural Hb,α-chain variant
564,7,Structural Hb,α-chain variant
565,7,Structural Hb,α-chain variant
566,7,Structural Hb,α-chain variant
567,7,Structural Hb,α-chain variant
568,7,Structural Hb,α-chain variant
569,7,Structural Hb,α-chain variant
570,7,Structural Hb,α-chain variant
571,7,Structural Hb,α-chain variant
573,7,Structural Hb,α-chain variant
575,7,Structural Hb,α-chain variant
577,7,Structural Hb,α-chain variant
578,7,Structural Hb,α-chain variant
580,7,Structural Hb,α-chain variant
581,7,Structural Hb,α-chain variant
582,7,Structural Hb,α-chain variant
583,7,Structural Hb,α-chain variant
585,7,Structural Hb,α-chain variant
586,7,Structural Hb,α-chain variant
587,7,Structural Hb,α-chain variant
588,7,Structural Hb,α-chain variant
589,7,Structural Hb,α-chain variant
590,7,Structural Hb,α-chain variant
591,7,Structural Hb,α-chain variant
593,7,Structural Hb,α-chain variant
594,7,Structural Hb,α-chain variant
595,7,Structural Hb,α-chain variant
596,7,Structural Hb,α-chain variant
597,7,Structural Hb,α-chain variant
598,7,Structural Hb,α-chain variant
599,7,Structural Hb,α-chain variant
600,7,Structural Hb,α-chain variant
601,7,Structural Hb,α-chain variant
602,7,Structural Hb,α-chain variant
603,7,Structural Hb,α-chain variant
604,7,Structural Hb,α-chain variant
605,7,Structural Hb,α-chain variant
606,7,Structural Hb,α-chain variant
607,7,Structural Hb,α-chain variant
608,7,Structural Hb,α-chain variant
609,7,Structural Hb,α-chain variant
610,7,Structural Hb,α-chain variant
611,7,Structural Hb,α-chain variant
612,7,Structural Hb,α-chain variant
613,7,Structural Hb,α-chain variant
614,7,Structural Hb,α-chain variant
615,7,Structural Hb,α-chain variant
616,7,Structural Hb,α-chain variant
617,7,Structural Hb,α-chain variant
618,7,Structural Hb,α-chain variant
619,7,Structural Hb,α-chain variant
620,7,Structural Hb,α-chain variant
621,7,Structural Hb,α-chain variant
622,7,Structural Hb,α-chain variant
623,7,Structural Hb,α-chain variant
624,7,Structural Hb,α-chain variant
625,7,Structural Hb,α-chain variant
626,7,Structural Hb,α-chain variant
627,7,Structural Hb,α-chain variant
628,7,Structural Hb,α-chain variant
629,7,Structural Hb,α-chain variant
630,7,Structural Hb,α-chain variant
631,7,Structural Hb,α-chain variant
632,7,Structural Hb,α-chain variant
633,7,Structural Hb,α-chain variant
634,7,Structural Hb,α-chain variant
635,7,Structural Hb,α-chain variant
636,7,Structural Hb,α-chain variant
637,7,Structural Hb,α-chain variant
638,7,Structural Hb,α-chain variant
639,7,Structural Hb,α-chain variant
640,7,Structural Hb,α-chain variant
641,7,Structural Hb,α-chain variant
642,7,Structural Hb,α-chain variant
643,7,Structural Hb,α-chain variant
644,7,Structural Hb,α-chain variant
645,7,Structural Hb,α-chain variant
646,7,Structural Hb,α-chain variant
647,7,Structural Hb,α-chain variant
648,7,Structural Hb,α-chain variant
649,7,Structural Hb,α-chain variant
650,7,Structural Hb,α-chain variant
651,7,Structural Hb,α-chain variant
652,7,Structural Hb,α-chain variant
653,7,Structural Hb,α-chain variant
654,7,Structural Hb,α-chain variant
655,7,Structural Hb,α-chain variant
656,7,Structural Hb,α-chain variant
657,7,Structural Hb,α-chain variant
658,7,Structural Hb,α-chain variant
659,7,Structural Hb,α-chain variant
660,7,Structural Hb,α-chain variant
661,7,Structural Hb,α-chain variant
662,7,Structural Hb,α-chain variant
663,7,Structural Hb,α-chain variant
664,7,Structural Hb,α-chain variant
665,7,Structural Hb,α-chain variant
666,7,Structural Hb,α-chain variant
667,7,Structural Hb,α-chain variant
668,7,Structural Hb,α-chain variant
669,7,Structural Hb,α-chain variant
670,7,Structural Hb,α-chain variant
672,7,Structural Hb,α-chain variant
673,7,Structural Hb,α-chain variant
674,7,Structural Hb,α-chain variant
675,7,Structural Hb,α-chain variant
676,7,Structural Hb,α-chain variant
677,7,Structural Hb,α-chain variant
678,7,Structural Hb,α-chain variant
679,7,Structural Hb,α-chain variant
680,7,Structural Hb,α-chain variant
681,7,Structural Hb,α-chain variant
682,7,Structural Hb,α-chain variant
683,7,Structural Hb,α-chain variant
684,7,Structural Hb,α-chain variant
685,7,Structural Hb,α-chain variant
686,7,Structural Hb,α-chain variant
687,7,Structural Hb,α-chain variant
688,7,Structural Hb,α-chain variant
689,7,Structural Hb,α-chain variant
690,7,Structural Hb,α-chain variant
691,7,Structural Hb,α-chain variant
692,7,Structural Hb,α-chain variant
693,7,Structural Hb,α-chain variant
694,7,Structural Hb,α-chain variant
695,7,Structural Hb,α-chain variant
696,7,Structural Hb,α-chain variant
698,7,Structural Hb,α-chain variant
701,7,Structural Hb,α-chain variant
704,7,Structural Hb,α-chain variant
706,7,Structural Hb,α-chain variant
707,7,Structural Hb,α-chain variant
708,7,Structural Hb,α-chain variant
709,7,Structural Hb,α-chain variant
711,7,Structural Hb,α-chain variant
712,7,Structural Hb,α-chain variant
713,7,Structural Hb,α-chain variant
714,7,Structural Hb,α-chain variant
715,7,Structural Hb,α-chain variant
716,7,Structural Hb,α-chain variant
717,7,Structural Hb,α-chain variant
718,7,Structural Hb,α-chain variant
719,7,Structural Hb,α-chain variant
720,7,Structural Hb,α-chain variant
721,7,Structural Hb,α-chain variant
722,7,Structural Hb,α-chain variant
723,7,Structural Hb,α-chain variant
724,7,Structural Hb,α-chain variant
726,7,Structural Hb,α-chain variant
727,7,Structural Hb,α-chain variant
728,7,Structural Hb,α-chain variant
729,7,Structural Hb,α-chain variant
730,7,Structural Hb,α-chain variant
731,7,Structural Hb,α-chain variant
733,7,Structural Hb,α-chain variant
734,7,Structural Hb,α-chain variant
736,7,Structural Hb,α-chain variant
738,7,Structural Hb,α-chain variant
739,7,Structural Hb,α-chain variant
740,7,Structural Hb,α-chain variant
741,7,Structural Hb,α-chain variant
742,7,Structural Hb,α-chain variant
743,7,Structural Hb,α-chain variant
744,7,Structural Hb,α-chain variant
745,7,Structural Hb,α-chain variant
749,7,Structural Hb,α-chain variant
750,7,Structural Hb,α-chain variant
752,7,Structural Hb,α-chain variant
753,7,Structural Hb,α-chain variant
756,7,Structural Hb,α-chain variant
757,7,Structural Hb,α-chain variant
758,7,Structural Hb,α-chain variant
759,7,Structural Hb,α-chain variant
760,7,Structural Hb,α-chain variant
761,7,Structural Hb,α-chain variant
762,7,Structural Hb,α-chain variant
763,7,Structural Hb,α-chain variant
764,7,Structural Hb,α-chain variant
766,7,Structural Hb,α-chain variant
767,7,Structural Hb,α-chain variant
768,7,Structural Hb,α-chain variant
769,7,Structural Hb,α-chain variant
770,7,Structural Hb,α-chain variant
771,7,Structural Hb,α-chain variant
772,7,Structural Hb,α-chain variant
773,7,Structural Hb,α-chain variant
774,7,Structural Hb,α-chain variant
775,7,Structural Hb,α-chain variant
776,7,Structural Hb,α-chain variant
777,7,Structural Hb,α-chain variant
778,7,Structural Hb,α-chain variant
779,7,Structural Hb,α-chain variant
780,7,Structural Hb,α-chain variant
781,7,Structural Hb,α-chain variant
782,7,Structural Hb,α-chain variant
783,7,Structural Hb,α-chain variant
785,7,Structural Hb,α-chain variant
2023,7,Structural Hb,α-chain variant
2205,7,Structural Hb,α-chain variant
2206,7,Structural Hb,α-chain variant
2209,7,Structural Hb,α-chain variant
2220,7,Structural Hb,α-chain variant
2281,7,Structural Hb,α-chain variant
2285,7,Structural Hb,α-chain variant
2303,7,Structural Hb,α-chain variant
2304,7,Structural Hb,α-chain variant
2305,7,Structural Hb,α-chain variant
2306,7,Structural Hb,α-chain variant
2308,7,Structural Hb,α-chain variant
2310,7,Structural Hb,α-chain variant
2311,7,Structural Hb,α-chain variant
2312,7,Structural Hb,α-chain variant
2313,7,Structural Hb,α-chain variant
2314,7,Structural Hb,α-chain variant
2315,7,Structural Hb,α-chain variant
